Survey Language,Timestamp,Age,Gender,Preferred Languages,Current Occupation,Last School Attended,Highest Educational Attainment,Associate Program,Undergraduate Program D,Graduate Program D,Postgraduate Program D,Undergraduate Program M,Graduate Program M,Undergraduate Program B,PREI01,PREI02,PREI03,PREI04,PREI05,PREI06,PREI07,PREI08,PREI09,PREI10,QPREK01,QPREK02,QPREK03,QPREK04,QPREK05,QPREK06,QPREK07,QPREK08,QPREK09,QPREK10,QPREK11,QPREK12,QPREK13,QPREK14,QPREK15,QPREK16,POSTI01,POSTI02,POSTI03,POSTI04,POSTI05,POSTI06,POSTI07,POSTI08,POSTI09,POSTI10,QPOSTK01,QPOSTK02,QPOSTK03,QPOSTK04,QPOSTK05,QPOSTK06,QPOSTK07,QPOSTK08,QPOSTK09,QPOSTK10,QPOSTK11,QPOSTK12,QPOSTK13,QPOSTK14,QPOSTK15,QPOSTK16,FB01,FB02,FB03,FB04,FB05,FB06,BUGS,FB07,FB08,FB09,FB10,FB11,Other Comments/Suggestions,PRE Interest,POST Interest,PRE Knowledge,POST Knowledge,,,,,,,PREK01,PREK02,PREK03,PREK04,PREK05,PREK06,PREK07,PREK08,PREK09,PREK10,PREK11,PREK12,PREK13,PREK14,PREK15,PREK16,POSTK01,POSTK02,POSTK03,POSTK04,POSTK05,POSTK06,POSTK07,POSTK08,POSTK09,POSTK10,POSTK11,POSTK12,POSTK13,POSTK14,POSTK15,POSTK16
ENG,6/29/2023 14:49:33,22,Male,English,Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,3,3,3,2,2,4,3,3,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,3,3,3,3,3,3,3,3,2,2,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will wait for someone to contact me and I will provide the OTP only if necessary.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,2,4,5,5,N/A,3,3,2,4,2,"On the survey: When I receive an OTP without knowing what triggered it, I should be prompted to secure the accounts by checking logs or changing the passwords since some OTPs are sent after one tries to login with the correct credentials on an unknown device. 

For the game: The game is OK! but it feels very much more of a quiz than a game, maybe making it more puzzle like might be better, also making the puzzles much more difficult might be better such as instead of using ""faceb00k.com"" as an example, making the user first fail to distinguish ""fɑcebook.com"" (or any other obscure typography that isn't really noticeable) as an illegitimate site might give the game and information more ""shock value"" to stick.",25,28,16,15,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
ENG,6/29/2023 17:55:27,22,Female,"Filipino, English",Student,UP Diliman,High school,,,,,,,,3,5,4,1,3,4,3,3,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Hovering your mouse over a link to verify the true website link.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,2,4,5,5,4,4,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,5,5,5,5,,5,5,5,3,3,,28,34,15,15,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
ENG,6/29/2023 21:29:25,22,Female,English,Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,3,5,3,2,5,4,4,1,5,5,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,4,5,5,5,4,5,5,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,4,4,5,5,,4,4,4,3,2,"May nakita lang akong typo sa identifying phishing emails - yung ""tumtugma"" ang nakalagay imbes na ""tumutugma"". Additionally, doon sa part ng game na iyon, I think pwede niyong ilagay na multiple parts of email ang nagiindicate na phishing scam siya. Doon sa na-experience ko kasi, parang yung sagot ay naghihingi ng details, pero nagpapahiwatig din siya na scam from the email address nung sender kasi di siya official FB email. Then yung protektahan yung computer mula sa virus, di ko agad narealize na kailangan pindutin yung virus para ma-deads sila, so sana may instruction for that. Other than that, well done!!!",37,48,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,6/30/2023 8:04:18,23,Female,English,Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,4,5,4,4,5,5,4,4,5,4,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,5,5,5,5,5,3,5,5,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,5,4,5,,5,5,5,4,5,,44,47,15,15,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
ENG,7/2/2023 13:32:21,23,Female,"Filipino, English",Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,3,4,3,3,4,4,4,3,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,3,5,4,5,5,5,5,4,4,4,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,5,5,5,5,,5,5,5,5,5,Ganda po ng game <3,34,44,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/2/2023 14:00:31,23,Male,English,Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,4,5,5,3,4,4,4,4,2,2,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will inform my friends and family regarding the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,5,5,4,5,5,4,2,2,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,5,5,5,,5,5,5,4,4,More scenarios and games,37,41,15,16,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/3/2023 1:38:26,20,Female,"Filipino, English",Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Materials Engineering,3,4,3,2,5,4,3,3,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,3,3,5,4,3,4,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,5,4,5,,5,5,5,5,4,,29,33,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/3/2023 11:03:30,52,Female,English,Engineer,Mapua Institute of Technology,"Graduate (e.g., MA, MS, MEng)",,,,,BS Electronics and Communications Engineering,MEng'g Industrial Engineering,,5,5,5,5,5,5,5,3,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will NOT use the account since it has been compromised in a data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,5,5,5,5,3,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will NOT use the account since it has been compromised in a data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,3,3,4,3,4,1,"Game became unresponsive during password change when I used it on Android. (Not a bug, but the captcha images are grainy :) ).",3,3,3,1,3,,44,44,15,15,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/3/2023 11:09:18,22,Female,"Filipino, English",Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,BS Computer Science,4,4,4,4,4,4,4,4,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,4,4,4,5,4,4,5,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,5,5,4,5,5,,4,5,4,4,4,,38,41,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/3/2023 11:56:34,19,Male,"Filipino, English",Student,UP Diliman,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,B Library And Information Science ,2,2,2,3,4,4,4,3,3,4,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A form of online advertising that targets users based on their typing habits.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,4,4,5,5,5,5,4,5,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,4,5,5,N/A,4,5,5,5,5,,31,45,14,14,,,,,,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
FIL,7/3/2023 13:13:59,33,Male,Filipino,application developer,ICCT Colleges,"Graduate (e.g., MA, MS, MEng)",,,BSELE,BSIT,,,,4,5,3,2,5,4,4,4,5,5,Isang email mula sa opisina ng Pangalawang Pangulo na nagpapahayag na nanalo ka ng malaking halaga ng pera mula sa kanilang raffle.,Mag-re-report sa email bilang spam o phishing at agad na buburahin ang email.,Agad kong babaguhin ang password ng account na nakompromiso sa data leak.,"Siguraduhin kong mayroon itong hindi bababa sa 6 na mga karakter: kombinasyon ng mga titik, numero, at bantas o punctuation.",Mga pekeng website na may bahagyang diperensiya sa link upang maging kamukha ng mga sikat na mga website.,Ang pag-click sa link upang suriin kung ligtas o hindi ang website.,Isisikreto ko ang OTP at isusumite ito sa mga site na pinagkakatiwalaan ko.,Hindi ko papansinin ang mensahe.,Ang tawag ay posibleng isang panloloko.,Maaaring ipagwalang-bahala ko ang tumatawag at tapusin ang tawag.,Regular na pag-uupdate ng antivirus software at mga operating system.,Pagkasira ng mga mahahalagang file at data.,"Isang uri ng online na patalastas na biglaang lumilitaw bilang isang bagong window o tab sa web browser, kadalasang kahit walang interaksyon mula sa gumagamit.",Wag pansinin o isara ang pop-up nang hindi ito pinipindot at magpatuloy sa pag-browse.,Pinipigilan ng CAPTCHAs ang mga automated bots na makapasok sa website.,Pag-verify ng username at password.,4,5,5,5,5,5,5,4,5,5,Isang email mula sa opisina ng Pangalawang Pangulo na nagpapahayag na nanalo ka ng malaking halaga ng pera mula sa kanilang raffle.,Mag-re-report sa email bilang spam o phishing at agad na buburahin ang email.,Agad kong babaguhin ang password ng account na nakompromiso sa data leak.,"Siguraduhin kong mayroon itong hindi bababa sa 6 na mga karakter: kombinasyon ng mga titik, numero, at bantas o punctuation.",Mga pekeng website na may bahagyang diperensiya sa link upang maging kamukha ng mga sikat na mga website.,Ang pag-click sa link upang suriin kung ligtas o hindi ang website.,Isisikreto ko ang OTP at isusumite ito sa mga site na pinagkakatiwalaan ko.,Hindi ko papansinin ang mensahe.,Ang tawag ay posibleng isang panloloko.,Maaaring ipagwalang-bahala ko ang tumatawag at tapusin ang tawag.,Regular na pag-uupdate ng antivirus software at mga operating system.,Pagkasira ng mga mahahalagang file at data.,"Isang uri ng online na patalastas na biglaang lumilitaw bilang isang bagong window o tab sa web browser, kadalasang kahit walang interaksyon mula sa gumagamit.",Wag pansinin o isara ang pop-up nang hindi ito pinipindot at magpatuloy sa pag-browse.,Pinipigilan ng CAPTCHAs ang mga automated bots na makapasok sa website.,Pag-verify ng username at password.,5,5,5,5,5,5,,5,5,5,5,5,,41,48,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENG,7/3/2023 20:30:38,22,Male,English,Student,PUP - Santa Mesa,"Undergraduate (e.g., BA, BBA, BS)",,,,,,,Bachelor of Science in Electrical Engineering,4,5,5,3,4,5,4,3,4,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,4,3,5,5,4,3,3,3,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Double-checking the accuracy of website links before accessing it.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Identifying a certain object from a set of images,5,5,4,5,5,5,none,5,5,4,5,5,none,40,38,15,14,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
ENG,7/4/2023 21:14:08,18,Female,"Filipino, English",Student,Quezon City Science High School,High school,,,,,,,,2,3,3,1,4,3,3,2,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,4,4,4,4,5,5,4,4,1,1,An email from the office of the Vice President announcing that you've won a large amount of money from their raffle.,Report it as spam or phishing and immediately delete it.,I will immediately change the password of the account that has been involved in the data breach.,"I make sure that it contains at least 6 characters: a combination of letters, numbers, and punctuation.",A fake website with a slightly altered domain name made to resemble popular websites.,Clicking on the link to check if the website is safe or not.,I keep the OTP a secret and enter it into sites I trust.,I will ignore the message.,The call is potentially a scam.,I can turn a deaf ear to the caller and end the call.,Regularly updating antivirus software and operating systems.,Corrupting important files and data,"A form of online advertising that appears as a new browser window or tab, often without user interaction.",Ignore or close the popup without interacting and continue browsing.,CAPTCHAs prevent automated bots from accessing the sites.,Username and password verification,5,5,5,5,5,5,,5,5,5,5,5,,23,36,16,16,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1